Kod produktu,active,stock,price,Nazwa produktu,Kondycja|797|select,Producent|798|select,Model|799|text,Seria procesora|800|select,Stan ekranu|801|text,Stan obudowy|802|text,Procesor|803|select,Ilość rdzeni|805|select,Ilość pamięci RAM|806|select,Dysk|808|select,Licencja|811|select,Ekran dotykowy|814|select,Rozdzielczość ekranu|815|select,Przekątna ekranu|816|select,Rodzaj karty graficznej|818|select,Bateria|823|select,Zainstalowany system|1078|select,1,2,3,4
5132,1,10,799,"Laptop HP EliteBook 830 G5 i5 - 8350U | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 830 G5,Intel Core i5,Bez wad matrycy,"Normalne, delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
5502,1,24,799,"Laptop Lenovo ThinkPad L390 i5-8265U,  | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad L390,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5-8265U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,a,a,b,
6093,1,100,799,"Laptop Dell Latitude 5300 i5 - 8365U | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5300,Intel Core i5,Bez wad,"Normalne,małe ślady użytkowania","i5 - 8365U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,a,a,b,
4315,1,36,849,"Laptop HP EliteBook 830 G5 i5 - 8350U | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 830 G5,Intel Core i5,Bez wad matrycy,"Normalne, delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
10402,1,100,849,"Laptop Dell Latitude 3390 2-in-1 i5 - 8250U | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 3390 2-in-1,Intel Core i5,"Drobne ryski, otarcia, poświatki",Standardowe ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 11 Pro,a,a,b,
10411,1,20,899,"Laptop HP EliteBook 830 G6 i7 - 8665U | 8GB 480GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 830 G6,Intel Core i7,"Występują ryski, otarcia, poświatki","Normalne, delikatne ślady użytkowania","i7 - 8665U, 8MB Cache, 8 gen.",4,8GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
10412,1,20,899,"Laptop HP EliteBook 830 G6 i7 - 8665U | 8GB 480GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 830 G6,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 8665U, 8MB Cache, 8 gen.",4,8GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
10414,1,98,899,"Laptop Dell Latitude 5300 i7 - 8665U | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5300,Intel Core i7,Bez wad,"Normalne,małe ślady użytkowania","i7 - 8665U, 8MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy minimum 1,5h (używana)",Windows 11 Pro,a,a,b,
5172,1,11,500,"Laptop HP EliteBook mt43 | 8GB 128GB 500GB SSD+HDD | 14"" 1920 x 1080 | Windows 10 lub 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook mt43,Inny AMD,Bez wad,"Normalne,małe ślady użytkowania, ryski/otarcia na klapie",AMD A8-9600B,4,8GB,128GB,Windows 7 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,b,a,a,
4076,1,10,555,"Laptop HP EliteBook 745 G3 | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 745 G3,Inny AMD,"Możliwe małe otarcia, poświatka",Normalne ślady użytkowania,A10 Pro A10,4,8GB,256GB,Windows 7 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,b,a,a,
3869,1,247,599,"Laptop Lenovo ThinkPad A475 AMD PRO A1 | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 10 Pro / Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad A475,Inny AMD,"Delikatne ryski, otarcia, poświatki",Normalne ślady użytkowania,AMD PRO A12-8830B,4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,b,a,a,
5642,1,15,749,"Laptop HP EliteBook 840 G5 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 840 G5,Intel Core i5,"Możliwe drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
4542,1,19,799,"Laptop HP EliteBook 840 G6 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 840 G6,Intel Core i5,"Możliwe drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
5180,1,77,799,"Laptop Dell Latitude 5400 i5 - 8350U | 16GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5400,Intel Core i5,"Występują delikatne otarcia, ryski, poświatki","Normalne, małe ślady użytkowania, na klapie oraz palmreście naklejony profesjonalnie wykonany skin","i5 - 8350U, 6MB Cache, 8 gen.",4,16GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
4744,1,498,799,"Laptop Lenovo ThinkPad T440p i7 - 4700M | 16GB 240GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T440p,Intel Core i7,Bez wad - NOWA MATRYCA,"Normalne, delikatne ślady użytkowania","i7 - 4700MQ, 6MB Cache, 4 gen.",4,16GB,240GB,Windows 7 Professional,Nie,1920 x 1080,"14""",Zintegrowana,Nowy zamiennik,Windows 10 Professional,b,a,b,
5537,1,10,899,"Laptop Dell Latitude 5490 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5490,Intel Core i5,"Występują drobne ryski, otarcia, poświatki","Normalne,delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,b,a,b,
6087,1,17,899,"Laptop Dell Latitude 7490 i5 - 8250U | 8GB 250GB SSD | 14"" 1920 x 1080 | Windows 11 [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 7490,Intel Core i5,"Możliwe małe otarcia, poświatka",Normalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,250GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,b,a,b,
4928,1,37,899,"Laptop HP EliteBook 840 G5 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 840 G5,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
5221,1,37,899,"Laptop Dell Latitude 3400 i5 - 8365U | 16GB 480GB 500GB SSD+HDD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 3400,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 8365U, 6MB Cache, 8 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
3983,1,199,899,"Laptop Dell Latitude 5490 i5 - 8350U | 8GB 256GB SSD | 14"" 1366 x 768 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5490,Intel Core i5,"Delikatne, ledwo widoczne otarcia, mikro poświatki","Normalne,delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,b,a,b,
4773,1,93,900,"Laptop Lenovo ThinkPad T480 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T480,Intel Core i5,"Możliwe drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,b,a,b,
3832,1,31,949,"Laptop HP EliteBook 840 G6 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 840 G6,Intel Core i5,Bez wad - NOWA MATRYCA!,Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
4306,1,37,949,"Laptop Dell Latitude 7490 i5 - 8250U | 8GB 250GB SSD | 14"" 1920 x 1080 | Windows 11 [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7490,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,250GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,b,a,b,
5101,1,44,999,"Laptop Dell Latitude 5400 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5400,Intel Core i5,"Występują delikatne otarcia, ryski, poświatki","Normalne, małe ślady użytkowania, na klapie oraz palmreście naklejony profesjonalnie wykonany skin","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
4139,1,155,999,"Laptop Dell Latitude 5490 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5490,Intel Core i5,Bez wad,"Normalne,delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,b,a,b,
5213,1,99,1000,"Laptop Lenovo ThinkPad T490 i5-8265U,  | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T490,Intel Core i5,"Możliwe drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5-8265U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
4579,1,171,1000,"Laptop Lenovo ThinkPad T480 i5 - 8350U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T480,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,b,a,b,
4220,1,73,1100,"Laptop Lenovo ThinkPad T490 i5-8265U,  | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T490,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5-8265U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,b,
5749,1,24,1399,"Laptop Lenovo ThinkPad T480 i7 - 8650U | 16GB 480GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T480,Intel Core i7,Otarcia/ryski,Normalne ślady użytkowania,"i7 - 8650U, 8MB Cache, 8 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 10 Professional,b,a,b,
10370,1,12,1449,"Laptop Dell Latitude 7410 i7 - 10610 | 16GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 7410,Intel Core i7,"Drobne ryski, otarcia, poświatki","Normalne,małe ślady uzytkowania, możliwy profesjonalnie przygotowany skin","i7 - 10610U, 8MB Cache, 10 gen.",4,16GB,256GB,Windows 11 Pro,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 11 Pro,b,a,c,
4855,1,34,1449,"Laptop Dell Latitude 7490 i7 - 8650U | 16GB 480GB SSD | 14"" 1920 x 1080 | Windows 11 [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7490,Intel Core i7,Bez wad,Normalne ślady użytkowania,"i7 - 8650U, 8MB Cache, 8 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,b,a,c,
5288,1,30,1499,"Laptop Dell Latitude 5400 i5 - 8350U | 16GB 480GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5400,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,a,c,
5824,1,18,1849,"Laptop Lenovo ThinkPad T14s i7 - 10510 | 16GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T14s,Intel Core i7,Bez wad,"Normalne, małe ślady użytkowania","i7 - 10510U, 8MB Cache, 10 gen.",4,16GB,256GB,Windows 11 Pro,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,b,a,c,
10409,1,143,749,"Laptop Toshiba Dynabook Toshiba Tecra A50-EC i5 - 8250U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Toshiba,Dynabook Toshiba Tecra A50-EC,Intel Core i5,Małe ryski/poświatki,"Normalne, delikatne ślady użytkowania","i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,c,a,b,
10359,1,20,799,"Laptop Fujitsu Lifebook E459 i5 - 8250U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 lub 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,Lifebook E459,Intel Core i5,"Drobne ryski, otarcia, poświaty","Normalne, delikatne ślady użytkowania, możliwy profesjonalnie wykonany skin!","i5 - 8250U, 6MB Cache, 8 gen.",4,16GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 lub 11 Pro,c,a,b,
10358,1,29,899,"Laptop Fujitsu Lifebook E459 i5 - 8250U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 lub 11 Pro [A]","""A"" poleasingowy, przetestowany",Fujitsu,Lifebook E459,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania, możliwy profesjonalnie wykonany skin!","i5 - 8250U, 6MB Cache, 8 gen.",4,16GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 lub 11 Pro,c,a,b,
10410,1,150,949,"Laptop Toshiba Dynabook Toshiba Tecra A50-EC i5 - 8250U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Toshiba,Dynabook Toshiba Tecra A50-EC,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,c,a,b,
10371,1,20,999,"Laptop Fujitsu Lifebook U758 i5 - 8350U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,Lifebook U758,Intel Core i5,"Drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5 - 8350U, 6MB Cache, 8 gen.",4,16GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 11 Pro,c,a,b,
4215,1,35,999,"Laptop Dell Latitude 5590 i5 - 8250U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5590,Intel Core i5,"Delikatne otarcia, ryski, poświaty",Normalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,b,
6222,1,88,1249,"Laptop Dell Latitude 5500 i5-8265U,  | 8GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5500,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5-8265U, 6MB Cache, 8 gen.",4,8GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,b,
5352,1,48,1399,"Laptop Dell Latitude 5590 i5 - 8250U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5590,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,b,
5683,1,54,1499,"Laptop Dell Precision 5510 i7 - 6820H | 16GB 128GB 500GB SSD+HDD | 15,6"" 3840 x 2160 | Windows 10 lub 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Precision 5510,Intel Core i7,"Możliwe małe otarcia, poświatki","Normalne, małe ślady użytkowania","i7 - 6820HQ, 8MB Cache, 6 gen.",4,16GB,128GB,Windows 7 Professional,Tak,3840 x 2160,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,c,a,c,
10400,1,50,1549,"Laptop HP EliteBook 850 G6 i7 - 8650U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 850 G6,Intel Core i7,"Występują drobne ryski, otarcia, możliwe poświatki","Normalne, małe ślady użytkowania","i7 - 8650U, 8MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 11 Pro,c,a,c,
5689,1,24,1599,"Laptop HP EliteBook 850 G7 i5 - 10310 | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 850 G7,Intel Core i5,"Drobne ryski, otarcia, możliwe delikatne poświatki",Standardowe ślady użytkowania,"i5 - 10310U, 6MB Cache, 10 gen.",4,16GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,c,
4660,1,28,1599,"Laptop Lenovo ThinkPad T590 i5 - 8365U | 16GB 512GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T590,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 8365U, 6MB Cache, 8 gen.",4,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,c,a,c,
3864,1,19,1699,"Laptop Dell Latitude 5520 i5 - 1135G | 16GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5520,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 1135G7, 8MB Cache, 11 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,c,
3949,1,45,1699,"Laptop Dell Precision 5510 i7 - 6820H | 16GB 128GB 500GB SSD+HDD | 15,6"" 3840 x 2160 | Windows 10 lub 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Precision 5510,Intel Core i7,Bez wad,"Normalne, małe ślady użytkowania","i7 - 6820HQ, 8MB Cache, 6 gen.",4,16GB,128GB,Windows 7 Professional,Tak,3840 x 2160,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,c,a,c,
5446,1,30,1749,"Laptop HP EliteBook 850 G7 i5 - 10310 | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 850 G7,Intel Core i5,Bez wad,Standardowe ślady użytkowania,"i5 - 10310U, 6MB Cache, 10 gen.",4,16GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,c,
3913,1,30,1999,"Laptop Dell Latitude 5590 i5 - 8350U | 16GB 512GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5590,Intel Core i5,Nowa matryca FHD IPS - bez wad!,Minimalne ślady użytkowania - Różowa Klapa,"i5 - 8350U, 6MB Cache, 8 gen.",4,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,Nowy zamiennik,Windows 11 Pro,c,a,c,
4350,1,30,1999,"Laptop Dell Latitude 5590 i5 - 8250U | 16GB 512GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5590,Intel Core i5,Nowa matryca FHD IPS - bez wad!,Klapa matrycy odnowiona - w kolorze niebieskim! Minimalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,Nowy zamiennik,Windows 11 Pro,c,a,c,
5063,1,30,1999,"Laptop Dell Latitude 5590 i5 - 8250U | 16GB 512GB SSD | 15,6"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5590,Intel Core i5,Nowa matryca FHD IPS - bez wad!,Klapa matrycy odnowiona - w kolorze czerwonym! Minimalne ślady użytkowania,"i5 - 8250U, 6MB Cache, 8 gen.",4,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,Nowy zamiennik,Windows 11 Pro,c,a,c,
3876,1,36,2299,"Laptop HP ZBook Fury 17 G7 i5 - 10400 | 16GB 240GB 1TB SSD+HDD | 17,3"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",HP,ZBook Fury 17 G7,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 10400H, 8MB Cache, 10 gen.",4,16GB,240GB,Windows 11 Pro,Nie,1920 x 1080,"17,3""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,c,a,c,
5743,1,10,4499,"Laptop Dell Precision 7750 i7 - 10850H | 32GB 512GB SSD | 17,3"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Precision 7750,Intel Core i7,Bez wad,Normalne ślady użytkowania,"i7 - 10850H , 12MB Cache, 10 gen.",6,32GB,512GB,Windows 11 Pro,Nie,1920 x 1080,"17,3""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,c,a,c,
